age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,term_deposit,Risk_Status
55,management,married,tertiary,no,655,no,no,cellular,28.0,jul,167.0,6.0,-1.0,0.0,unknown,no,Low Risk
34,services,married,secondary,no,254,yes,no,cellular,28.0,jul,276.0,2.0,-1.0,0.0,unknown,no,Low Risk
60,self-employed,married,secondary,no,3105,no,no,telephone,28.0,jul,178.0,4.0,-1.0,0.0,unknown,no,Low Risk
52,services,single,secondary,no,21,yes,no,cellular,28.0,jul,147.0,15.0,-1.0,0.0,unknown,no,Low Risk
47,blue-collar,married,secondary,no,912,no,no,telephone,28.0,jul,118.0,9.0,-1.0,0.0,unknown,no,Low Risk
43,retired,married,primary,no,400,yes,no,telephone,28.0,jul,282.0,3.0,-1.0,0.0,unknown,no,Low Risk
30,management,single,tertiary,no,199,no,yes,cellular,28.0,jul,131.0,7.0,-1.0,0.0,unknown,no,High Risk
34,blue-collar,married,secondary,no,1682,yes,yes,cellular,28.0,jul,123.0,3.0,-1.0,0.0,unknown,no,High Risk
25,blue-collar,single,secondary,no,76,no,yes,cellular,28.0,jul,50.0,4.0,-1.0,0.0,unknown,no,High Risk
35,management,single,tertiary,no,303,yes,yes,cellular,28.0,jul,85.0,9.0,-1.0,0.0,unknown,no,High Risk
30,admin.,single,tertiary,no,2351,no,yes,cellular,28.0,jul,91.0,13.0,-1.0,0.0,unknown,no,High Risk
31,blue-collar,married,primary,no,48,yes,no,cellular,28.0,jul,209.0,4.0,-1.0,0.0,unknown,no,Low Risk
29,management,single,tertiary,no,1895,no,no,cellular,28.0,jul,97.0,6.0,-1.0,0.0,unknown,no,Low Risk
27,admin.,single,secondary,no,192,no,no,telephone,28.0,jul,1076.0,17.0,-1.0,0.0,unknown,yes,Low Risk
47,admin.,single,secondary,no,303,yes,yes,cellular,28.0,jul,152.0,4.0,-1.0,0.0,unknown,no,High Risk
47,blue-collar,married,primary,no,0,yes,yes,telephone,28.0,jul,107.0,3.0,-1.0,0.0,unknown,no,High Risk
40,admin.,single,secondary,no,419,no,yes,cellular,28.0,jul,100.0,16.0,-1.0,0.0,unknown,no,High Risk
35,technician,married,secondary,no,-499,yes,no,cellular,28.0,jul,488.0,4.0,-1.0,0.0,unknown,no,High Risk
50,admin.,married,secondary,no,298,no,yes,cellular,28.0,jul,174.0,6.0,-1.0,0.0,unknown,no,High Risk
44,blue-collar,married,secondary,no,841,no,no,cellular,28.0,jul,504.0,4.0,-1.0,0.0,unknown,no,Low Risk
49,services,married,primary,no,0,no,no,telephone,28.0,jul,127.0,7.0,-1.0,0.0,unknown,no,Low Risk
32,blue-collar,single,primary,no,60,yes,no,cellular,28.0,jul,136.0,2.0,-1.0,0.0,unknown,no,Low Risk
34,management,married,tertiary,no,1725,yes,yes,cellular,28.0,jul,164.0,7.0,-1.0,0.0,unknown,no,High Risk
25,technician,single,secondary,no,218,yes,yes,cellular,28.0,jul,110.0,4.0,-1.0,0.0,unknown,no,High Risk
31,services,single,secondary,no,0,no,no,cellular,28.0,jul,243.0,2.0,-1.0,0.0,unknown,no,Low Risk
27,blue-collar,single,primary,no,1,yes,no,cellular,28.0,jul,120.0,6.0,-1.0,0.0,unknown,no,Low Risk
56,management,divorced,tertiary,no,-59,no,yes,cellular,28.0,jul,127.0,6.0,-1.0,0.0,unknown,no,High Risk
44,admin.,married,secondary,no,251,no,yes,telephone,28.0,jul,122.0,3.0,-1.0,0.0,unknown,no,High Risk
30,blue-collar,single,secondary,no,567,yes,no,cellular,28.0,jul,317.0,5.0,-1.0,0.0,unknown,no,Low Risk
46,admin.,married,secondary,no,-42,no,yes,telephone,28.0,jul,181.0,12.0,-1.0,0.0,unknown,no,High Risk
59,entrepreneur,divorced,secondary,no,0,no,yes,cellular,28.0,jul,206.0,10.0,-1.0,0.0,unknown,no,High Risk
45,entrepreneur,married,primary,no,488,yes,no,telephone,28.0,jul,90.0,11.0,-1.0,0.0,unknown,no,Low Risk
50,technician,married,secondary,no,349,yes,no,telephone,28.0,jul,27.0,17.0,-1.0,0.0,unknown,no,Low Risk
41,technician,married,secondary,no,640,no,no,cellular,28.0,jul,169.0,6.0,-1.0,0.0,unknown,no,Low Risk
36,blue-collar,divorced,primary,no,715,no,yes,cellular,28.0,jul,128.0,4.0,-1.0,0.0,unknown,no,High Risk
43,blue-collar,married,secondary,no,536,no,no,telephone,28.0,jul,185.0,12.0,-1.0,0.0,unknown,no,Low Risk
47,blue-collar,married,primary,no,292,no,yes,telephone,28.0,jul,210.0,3.0,-1.0,0.0,unknown,no,High Risk
51,admin.,single,secondary,no,2130,yes,no,telephone,28.0,jul,126.0,8.0,-1.0,0.0,unknown,no,Low Risk
35,unemployed,married,secondary,no,1,yes,no,cellular,28.0,jul,173.0,8.0,-1.0,0.0,unknown,no,Low Risk
44,blue-collar,married,secondary,no,337,yes,no,telephone,28.0,jul,257.0,3.0,-1.0,0.0,unknown,no,Low Risk
27,management,single,secondary,no,0,yes,yes,cellular,28.0,jul,125.0,2.0,-1.0,0.0,unknown,no,High Risk
39,technician,single,tertiary,no,54,yes,no,cellular,29.0,jul,99.0,12.0,-1.0,0.0,unknown,no,Low Risk
41,admin.,married,secondary,no,-5,yes,no,cellular,29.0,jul,38.0,17.0,-1.0,0.0,unknown,no,High Risk
47,management,single,tertiary,no,216,yes,no,cellular,29.0,jul,193.0,10.0,-1.0,0.0,unknown,no,Low Risk
31,self-employed,married,tertiary,no,3,yes,no,cellular,29.0,jul,215.0,4.0,-1.0,0.0,unknown,no,Low Risk
34,blue-collar,married,secondary,no,156,yes,no,cellular,29.0,jul,393.0,3.0,-1.0,0.0,unknown,no,Low Risk
29,technician,single,secondary,no,426,yes,no,telephone,29.0,jul,121.0,6.0,-1.0,0.0,unknown,no,Low Risk
46,entrepreneur,married,secondary,no,0,yes,yes,cellular,29.0,jul,54.0,16.0,-1.0,0.0,unknown,no,High Risk
58,retired,married,secondary,no,3542,yes,no,telephone,29.0,jul,345.0,17.0,-1.0,0.0,unknown,no,Low Risk
37,services,married,secondary,no,3,yes,no,cellular,29.0,jul,88.0,6.0,-1.0,0.0,unknown,no,Low Risk
32,blue-collar,single,primary,no,882,no,yes,cellular,29.0,jul,80.0,8.0,-1.0,0.0,unknown,no,High Risk
31,technician,single,tertiary,no,-749,yes,yes,cellular,29.0,jul,82.0,4.0,-1.0,0.0,unknown,no,High Risk
36,management,single,tertiary,no,8,no,no,cellular,29.0,jul,858.0,7.0,-1.0,0.0,unknown,no,Low Risk
57,services,married,primary,no,1700,yes,no,cellular,29.0,jul,178.0,12.0,-1.0,0.0,unknown,no,Low Risk
32,blue-collar,married,secondary,no,129,yes,no,cellular,29.0,jul,119.0,7.0,-1.0,0.0,unknown,no,Low Risk
35,management,divorced,tertiary,no,366,yes,no,telephone,29.0,jul,480.0,9.0,-1.0,0.0,unknown,no,Low Risk
41,technician,married,tertiary,no,354,no,no,cellular,29.0,jul,95.0,5.0,-1.0,0.0,unknown,no,Low Risk
37,admin.,married,secondary,no,-325,no,no,cellular,29.0,jul,179.0,7.0,-1.0,0.0,unknown,no,High Risk
60,retired,married,secondary,yes,879,yes,yes,cellular,29.0,jul,62.0,8.0,-1.0,0.0,unknown,no,High Risk
41,services,married,primary,no,812,yes,yes,cellular,29.0,jul,117.0,3.0,-1.0,0.0,unknown,no,High Risk
30,admin.,married,unknown,no,4,yes,no,cellular,29.0,jul,176.0,21.0,-1.0,0.0,unknown,no,Low Risk
56,services,married,secondary,no,467,no,yes,telephone,29.0,jul,105.0,8.0,-1.0,0.0,unknown,no,High Risk
42,technician,divorced,secondary,no,-78,yes,yes,cellular,29.0,jul,10.0,23.0,-1.0,0.0,unknown,no,High Risk
26,blue-collar,single,primary,yes,344,no,yes,cellular,29.0,jul,62.0,4.0,-1.0,0.0,unknown,no,High Risk
56,retired,married,secondary,no,6114,no,no,telephone,29.0,jul,168.0,2.0,-1.0,0.0,unknown,no,Low Risk
53,unemployed,married,primary,no,845,no,no,cellular,29.0,jul,123.0,2.0,-1.0,0.0,unknown,no,Low Risk
56,retired,married,primary,no,21,no,no,cellular,29.0,jul,324.0,7.0,-1.0,0.0,unknown,no,Low Risk
49,services,married,secondary,yes,-249,no,no,cellular,29.0,jul,234.0,5.0,-1.0,0.0,unknown,no,High Risk
47,services,married,secondary,no,3333,yes,yes,cellular,29.0,jul,114.0,2.0,-1.0,0.0,unknown,no,High Risk
36,admin.,married,secondary,no,-323,yes,no,cellular,29.0,jul,118.0,8.0,-1.0,0.0,unknown,no,High Risk
44,technician,married,tertiary,no,964,no,no,cellular,29.0,jul,158.0,2.0,-1.0,0.0,unknown,no,Low Risk
45,services,married,unknown,no,9,yes,no,telephone,29.0,jul,186.0,2.0,-1.0,0.0,unknown,no,Low Risk
30,technician,married,tertiary,no,1103,yes,yes,cellular,29.0,jul,148.0,15.0,-1.0,0.0,unknown,no,High Risk
48,blue-collar,married,secondary,no,0,no,no,cellular,29.0,jul,215.0,6.0,-1.0,0.0,unknown,no,Low Risk
59,management,married,secondary,no,-1246,no,no,telephone,29.0,jul,175.0,2.0,-1.0,0.0,unknown,no,High Risk
33,technician,married,tertiary,no,-482,yes,no,cellular,29.0,jul,90.0,3.0,-1.0,0.0,unknown,no,High Risk
58,retired,divorced,tertiary,no,2086,yes,no,cellular,29.0,jul,194.0,2.0,-1.0,0.0,unknown,no,Low Risk
28,management,single,secondary,no,-513,no,yes,cellular,29.0,jul,95.0,8.0,-1.0,0.0,unknown,no,High Risk
55,services,married,secondary,no,408,yes,no,cellular,29.0,jul,314.0,2.0,-1.0,0.0,unknown,no,Low Risk
45,management,married,unknown,no,1525,no,no,cellular,29.0,jul,36.0,2.0,-1.0,0.0,unknown,no,Low Risk
59,admin.,divorced,primary,no,0,yes,no,cellular,29.0,jul,604.0,3.0,-1.0,0.0,unknown,no,Low Risk
40,management,married,tertiary,no,-495,no,yes,cellular,29.0,jul,303.0,2.0,-1.0,0.0,unknown,no,High Risk
46,unemployed,married,secondary,no,931,no,no,cellular,29.0,jul,156.0,5.0,-1.0,0.0,unknown,no,Low Risk
42,technician,married,secondary,no,-113,yes,yes,cellular,29.0,jul,32.0,5.0,-1.0,0.0,unknown,no,High Risk
44,management,single,primary,no,4,no,no,cellular,29.0,jul,163.0,3.0,-1.0,0.0,unknown,no,Low Risk
53,blue-collar,married,unknown,no,5624,no,no,cellular,29.0,jul,153.0,2.0,-1.0,0.0,unknown,no,Low Risk
48,management,divorced,tertiary,no,2263,no,no,cellular,29.0,jul,874.0,2.0,-1.0,0.0,unknown,yes,Low Risk
58,services,married,secondary,no,0,no,no,telephone,29.0,jul,50.0,2.0,-1.0,0.0,unknown,no,Low Risk
59,unemployed,married,primary,no,46,no,no,telephone,29.0,jul,44.0,2.0,-1.0,0.0,unknown,no,Low Risk
28,management,single,secondary,no,1154,no,no,cellular,29.0,jul,71.0,3.0,-1.0,0.0,unknown,no,Low Risk
36,blue-collar,married,secondary,no,1563,no,no,cellular,29.0,jul,449.0,2.0,-1.0,0.0,unknown,no,Low Risk
59,entrepreneur,married,secondary,no,1085,no,yes,cellular,29.0,jul,101.0,4.0,-1.0,0.0,unknown,no,High Risk
54,entrepreneur,married,tertiary,no,84,no,no,cellular,29.0,jul,34.0,2.0,-1.0,0.0,unknown,no,Low Risk
57,technician,married,secondary,no,0,no,no,cellular,29.0,jul,109.0,2.0,-1.0,0.0,unknown,no,Low Risk
40,blue-collar,single,secondary,no,5483,no,no,cellular,29.0,jul,76.0,2.0,-1.0,0.0,unknown,no,Low Risk
30,management,single,tertiary,no,62,yes,no,cellular,29.0,jul,90.0,5.0,-1.0,0.0,unknown,no,Low Risk
45,technician,married,secondary,no,49,no,no,cellular,29.0,jul,65.0,2.0,-1.0,0.0,unknown,no,Low Risk
42,blue-collar,single,secondary,no,7547,no,no,cellular,29.0,jul,1569.0,2.0,-1.0,0.0,unknown,no,Low Risk
42,technician,divorced,tertiary,no,7190,yes,no,cellular,29.0,jul,375.0,2.0,-1.0,0.0,unknown,no,Low Risk
58,management,married,tertiary,no,1517,yes,no,telephone,29.0,jul,7.0,5.0,-1.0,0.0,unknown,no,Low Risk
47,housemaid,divorced,primary,no,61,no,no,cellular,29.0,jul,69.0,5.0,-1.0,0.0,unknown,no,Low Risk
58,management,married,secondary,no,407,yes,no,cellular,29.0,jul,145.0,2.0,-1.0,0.0,unknown,no,Low Risk
46,management,married,secondary,no,10,yes,no,cellular,29.0,jul,122.0,7.0,-1.0,0.0,unknown,no,Low Risk
48,technician,married,unknown,no,5176,no,no,cellular,29.0,jul,162.0,2.0,-1.0,0.0,unknown,no,Low Risk
42,services,married,unknown,no,-416,no,yes,cellular,29.0,jul,147.0,5.0,-1.0,0.0,unknown,no,High Risk
49,self-employed,married,secondary,no,357,no,no,cellular,29.0,jul,179.0,4.0,-1.0,0.0,unknown,no,Low Risk
51,admin.,married,secondary,no,0,no,no,telephone,29.0,jul,27.0,2.0,-1.0,0.0,unknown,no,Low Risk
51,technician,married,secondary,no,-396,yes,no,cellular,29.0,jul,179.0,6.0,-1.0,0.0,unknown,no,High Risk
56,services,married,unknown,no,0,no,no,cellular,29.0,jul,83.0,2.0,-1.0,0.0,unknown,no,Low Risk
47,entrepreneur,married,tertiary,no,459,yes,no,cellular,29.0,jul,189.0,4.0,-1.0,0.0,unknown,no,Low Risk
57,admin.,divorced,secondary,no,3100,no,yes,cellular,29.0,jul,165.0,2.0,-1.0,0.0,unknown,no,High Risk
51,blue-collar,married,secondary,no,7225,no,no,cellular,29.0,jul,301.0,2.0,-1.0,0.0,unknown,no,Low Risk
40,admin.,married,secondary,yes,94,no,no,cellular,29.0,jul,117.0,2.0,-1.0,0.0,unknown,no,High Risk
41,blue-collar,married,secondary,no,1882,yes,yes,telephone,29.0,jul,165.0,2.0,-1.0,0.0,unknown,no,High Risk
31,blue-collar,married,secondary,no,892,yes,no,cellular,29.0,jul,25.0,22.0,-1.0,0.0,unknown,no,Low Risk
56,blue-collar,married,unknown,no,6710,no,no,cellular,29.0,jul,318.0,2.0,-1.0,0.0,unknown,no,Low Risk
57,retired,married,primary,no,0,no,yes,cellular,29.0,jul,112.0,3.0,-1.0,0.0,unknown,no,High Risk
51,management,divorced,tertiary,no,492,no,yes,cellular,29.0,jul,54.0,7.0,-1.0,0.0,unknown,no,High Risk
32,services,single,secondary,no,91,no,no,cellular,29.0,jul,241.0,5.0,-1.0,0.0,unknown,no,Low Risk
41,services,married,unknown,no,1538,no,no,cellular,29.0,jul,710.0,2.0,-1.0,0.0,unknown,yes,Low Risk
43,admin.,married,secondary,no,9173,no,no,cellular,29.0,jul,80.0,2.0,-1.0,0.0,unknown,no,Low Risk
45,blue-collar,married,primary,no,193,yes,yes,cellular,29.0,jul,116.0,2.0,-1.0,0.0,unknown,no,High Risk
41,management,single,tertiary,no,3947,no,no,telephone,29.0,jul,63.0,2.0,-1.0,0.0,unknown,no,Low Risk
50,management,married,tertiary,no,596,no,no,cellular,29.0,jul,106.0,2.0,-1.0,0.0,unknown,no,Low Risk
44,technician,married,secondary,no,2575,yes,yes,cellular,29.0,jul,129.0,2.0,-1.0,0.0,unknown,no,High Risk
48,admin.,married,secondary,no,292,yes,yes,cellular,29.0,jul,164.0,6.0,-1.0,0.0,unknown,no,High Risk
36,management,single,tertiary,no,442,yes,yes,cellular,29.0,jul,102.0,3.0,-1.0,0.0,unknown,no,High Risk
50,unemployed,married,secondary,no,1772,no,no,cellular,29.0,jul,206.0,4.0,-1.0,0.0,unknown,no,Low Risk
51,blue-collar,divorced,primary,no,5,no,no,cellular,29.0,jul,600.0,2.0,-1.0,0.0,unknown,yes,Low Risk
46,blue-collar,married,primary,no,564,yes,no,cellular,29.0,jul,124.0,2.0,-1.0,0.0,unknown,no,Low Risk
59,management,divorced,tertiary,no,3390,no,no,cellular,29.0,jul,43.0,2.0,-1.0,0.0,unknown,no,Low Risk
48,management,married,tertiary,no,717,no,no,telephone,29.0,jul,139.0,2.0,-1.0,0.0,unknown,no,Low Risk
56,technician,married,secondary,no,1199,yes,yes,cellular,29.0,jul,336.0,2.0,-1.0,0.0,unknown,no,High Risk
51,entrepreneur,married,tertiary,no,209,no,no,cellular,29.0,jul,112.0,2.0,-1.0,0.0,unknown,no,Low Risk
26,technician,single,secondary,no,84,yes,no,cellular,29.0,jul,70.0,3.0,-1.0,0.0,unknown,no,Low Risk
34,services,married,secondary,no,0,yes,no,cellular,29.0,jul,55.0,3.0,-1.0,0.0,unknown,no,Low Risk
29,technician,single,tertiary,no,7,yes,no,cellular,29.0,jul,70.0,5.0,-1.0,0.0,unknown,no,Low Risk
47,services,single,secondary,no,917,no,no,cellular,29.0,jul,293.0,2.0,-1.0,0.0,unknown,no,Low Risk
49,admin.,divorced,secondary,no,1697,no,yes,cellular,29.0,jul,184.0,4.0,-1.0,0.0,unknown,no,High Risk
43,blue-collar,married,secondary,no,1149,no,no,telephone,29.0,jul,237.0,2.0,-1.0,0.0,unknown,no,Low Risk
54,management,divorced,tertiary,no,1692,yes,no,cellular,29.0,jul,299.0,5.0,-1.0,0.0,unknown,no,Low Risk
42,admin.,single,secondary,no,150,no,yes,cellular,29.0,jul,135.0,2.0,-1.0,0.0,unknown,no,High Risk
55,management,single,tertiary,no,797,no,no,cellular,29.0,jul,24.0,2.0,-1.0,0.0,unknown,no,Low Risk
39,management,single,tertiary,no,1234,no,no,telephone,29.0,jul,64.0,4.0,-1.0,0.0,unknown,no,Low Risk
38,unemployed,married,tertiary,no,9881,no,no,cellular,29.0,jul,497.0,2.0,-1.0,0.0,unknown,no,Low Risk
42,self-employed,married,secondary,no,2130,yes,yes,cellular,29.0,jul,146.0,2.0,-1.0,0.0,unknown,no,High Risk
51,admin.,divorced,secondary,no,-338,yes,no,cellular,29.0,jul,97.0,2.0,-1.0,0.0,unknown,no,High Risk
41,technician,married,secondary,no,978,no,no,cellular,29.0,jul,55.0,2.0,-1.0,0.0,unknown,no,Low Risk
53,self-employed,married,tertiary,no,4675,yes,no,cellular,29.0,jul,60.0,4.0,-1.0,0.0,unknown,no,Low Risk
30,management,single,tertiary,no,1161,yes,no,cellular,29.0,jul,109.0,3.0,-1.0,0.0,unknown,no,Low Risk
44,blue-collar,divorced,secondary,no,1781,yes,no,cellular,29.0,jul,48.0,3.0,-1.0,0.0,unknown,no,Low Risk
42,management,married,secondary,no,1018,no,no,cellular,29.0,jul,305.0,2.0,-1.0,0.0,unknown,no,Low Risk
51,unemployed,married,primary,no,0,no,no,cellular,29.0,jul,132.0,2.0,-1.0,0.0,unknown,no,Low Risk
59,technician,married,primary,no,309,no,yes,cellular,29.0,jul,25.0,5.0,-1.0,0.0,unknown,no,High Risk
43,entrepreneur,married,tertiary,no,210,no,no,cellular,29.0,jul,646.0,2.0,-1.0,0.0,unknown,no,Low Risk
59,retired,married,tertiary,no,2512,no,no,cellular,29.0,jul,167.0,4.0,-1.0,0.0,unknown,no,Low Risk
54,services,married,secondary,no,4353,yes,yes,cellular,29.0,jul,197.0,2.0,-1.0,0.0,unknown,no,High Risk
29,entrepreneur,single,tertiary,no,402,yes,yes,cellular,29.0,jul,345.0,5.0,-1.0,0.0,unknown,no,High Risk
53,unemployed,married,secondary,no,329,yes,no,cellular,29.0,jul,69.0,2.0,-1.0,0.0,unknown,no,Low Risk
58,blue-collar,married,primary,no,3,no,yes,telephone,29.0,jul,55.0,16.0,-1.0,0.0,unknown,no,High Risk
54,blue-collar,married,primary,no,1390,no,no,telephone,29.0,jul,647.0,2.0,-1.0,0.0,unknown,no,Low Risk
42,admin.,single,secondary,no,2534,no,no,cellular,29.0,jul,105.0,2.0,-1.0,0.0,unknown,no,Low Risk
43,other,married,primary,no,2113,no,no,cellular,29.0,jul,33.0,2.0,-1.0,0.0,unknown,no,Low Risk
41,unemployed,married,secondary,no,510,no,no,cellular,29.0,jul,61.0,2.0,-1.0,0.0,unknown,no,Low Risk
59,admin.,divorced,secondary,no,1525,no,no,telephone,29.0,jul,90.0,2.0,-1.0,0.0,unknown,no,Low Risk
45,entrepreneur,married,tertiary,no,0,yes,no,cellular,29.0,jul,100.0,3.0,-1.0,0.0,unknown,no,Low Risk
39,services,married,secondary,no,2381,yes,yes,cellular,29.0,jul,91.0,3.0,-1.0,0.0,unknown,no,High Risk
59,retired,married,primary,no,0,yes,no,cellular,29.0,jul,45.0,7.0,-1.0,0.0,unknown,no,Low Risk
50,admin.,married,secondary,no,176,no,no,cellular,29.0,jul,155.0,2.0,-1.0,0.0,unknown,no,Low Risk
45,unemployed,married,secondary,no,2468,yes,no,cellular,29.0,jul,64.0,2.0,-1.0,0.0,unknown,no,Low Risk
38,technician,single,secondary,no,1655,no,no,cellular,29.0,jul,392.0,2.0,-1.0,0.0,unknown,no,Low Risk
42,technician,single,unknown,no,2193,no,no,cellular,29.0,jul,305.0,2.0,-1.0,0.0,unknown,no,Low Risk
36,management,married,tertiary,no,4,no,yes,cellular,29.0,jul,261.0,6.0,-1.0,0.0,unknown,no,High Risk
48,admin.,married,secondary,no,933,no,no,cellular,29.0,jul,446.0,2.0,-1.0,0.0,unknown,no,Low Risk
57,services,married,primary,no,1896,no,no,cellular,29.0,jul,248.0,4.0,-1.0,0.0,unknown,no,Low Risk
45,management,divorced,tertiary,no,6269,yes,no,cellular,29.0,jul,20.0,2.0,-1.0,0.0,unknown,no,Low Risk
38,technician,single,secondary,no,4366,yes,no,cellular,29.0,jul,188.0,2.0,-1.0,0.0,unknown,no,Low Risk
45,management,divorced,tertiary,no,6200,no,no,cellular,29.0,jul,103.0,2.0,-1.0,0.0,unknown,no,Low Risk
26,blue-collar,single,secondary,no,-84,yes,yes,cellular,29.0,jul,63.0,5.0,-1.0,0.0,unknown,no,High Risk
32,services,married,secondary,no,2578,no,no,cellular,29.0,jul,86.0,3.0,-1.0,0.0,unknown,no,Low Risk
33,technician,single,secondary,no,338,yes,no,cellular,29.0,jul,105.0,4.0,-1.0,0.0,unknown,no,Low Risk
36,housemaid,married,primary,no,125,yes,no,cellular,29.0,jul,57.0,4.0,-1.0,0.0,unknown,no,Low Risk
42,technician,single,tertiary,no,2625,no,no,cellular,29.0,jul,2516.0,2.0,-1.0,0.0,unknown,yes,Low Risk
26,blue-collar,single,secondary,no,114,no,yes,cellular,29.0,jul,361.0,4.0,-1.0,0.0,unknown,no,High Risk
42,unemployed,married,secondary,no,250,yes,no,cellular,29.0,jul,247.0,3.0,-1.0,0.0,unknown,no,Low Risk
47,blue-collar,married,secondary,no,310,yes,no,cellular,29.0,jul,145.0,3.0,-1.0,0.0,unknown,no,Low Risk
32,technician,married,secondary,no,342,yes,no,cellular,29.0,jul,146.0,3.0,-1.0,0.0,unknown,no,Low Risk
56,blue-collar,married,secondary,no,659,yes,no,cellular,29.0,jul,64.0,3.0,-1.0,0.0,unknown,no,Low Risk
49,admin.,divorced,secondary,no,63,no,no,cellular,29.0,jul,435.0,2.0,-1.0,0.0,unknown,no,Low Risk
56,blue-collar,divorced,secondary,no,934,no,no,cellular,29.0,jul,375.0,2.0,-1.0,0.0,unknown,no,Low Risk
41,entrepreneur,married,secondary,no,547,no,no,cellular,29.0,jul,365.0,2.0,-1.0,0.0,unknown,no,Low Risk
42,technician,single,secondary,no,275,no,no,cellular,29.0,jul,522.0,3.0,-1.0,0.0,unknown,no,Low Risk
52,blue-collar,married,primary,no,1331,yes,no,cellular,29.0,jul,213.0,2.0,-1.0,0.0,unknown,no,Low Risk
55,services,married,secondary,no,529,yes,no,cellular,29.0,jul,137.0,2.0,-1.0,0.0,unknown,no,Low Risk
46,self-employed,married,tertiary,no,1148,no,no,telephone,29.0,jul,104.0,2.0,-1.0,0.0,unknown,no,Low Risk
32,admin.,single,tertiary,no,138,no,yes,cellular,29.0,jul,57.0,4.0,-1.0,0.0,unknown,no,High Risk
39,services,married,secondary,no,64,no,no,cellular,29.0,jul,100.0,3.0,-1.0,0.0,unknown,no,Low Risk
46,technician,married,tertiary,no,529,yes,yes,cellular,29.0,jul,208.0,2.0,-1.0,0.0,unknown,no,High Risk
44,technician,married,secondary,no,1226,yes,yes,cellular,29.0,jul,51.0,2.0,-1.0,0.0,unknown,no,High Risk
39,blue-collar,divorced,secondary,no,150,no,no,cellular,29.0,jul,735.0,4.0,-1.0,0.0,unknown,no,Low Risk
55,self-employed,divorced,secondary,no,0,no,no,cellular,29.0,jul,94.0,2.0,-1.0,0.0,unknown,no,Low Risk
52,technician,married,secondary,no,1818,no,yes,cellular,29.0,jul,46.0,4.0,-1.0,0.0,unknown,no,High Risk
58,technician,married,secondary,no,673,no,no,telephone,29.0,jul,28.0,4.0,-1.0,0.0,unknown,no,Low Risk
36,unemployed,married,secondary,no,-129,yes,no,cellular,29.0,jul,121.0,3.0,-1.0,0.0,unknown,no,High Risk
35,admin.,married,secondary,no,-112,no,no,cellular,29.0,jul,394.0,4.0,-1.0,0.0,unknown,no,High Risk
48,blue-collar,single,primary,no,755,yes,no,cellular,29.0,jul,65.0,2.0,-1.0,0.0,unknown,no,Low Risk
41,admin.,divorced,secondary,no,261,yes,no,cellular,29.0,jul,797.0,15.0,-1.0,0.0,unknown,no,Low Risk
51,management,married,tertiary,yes,0,no,yes,cellular,29.0,jul,204.0,6.0,-1.0,0.0,unknown,no,High Risk
47,technician,single,secondary,no,736,no,no,cellular,29.0,jul,212.0,2.0,-1.0,0.0,unknown,no,Low Risk
51,services,divorced,secondary,no,974,yes,yes,cellular,29.0,jul,255.0,4.0,-1.0,0.0,unknown,no,High Risk
51,blue-collar,married,primary,no,620,yes,yes,cellular,29.0,jul,88.0,10.0,-1.0,0.0,unknown,no,High Risk
43,entrepreneur,married,tertiary,yes,0,no,yes,telephone,29.0,jul,184.0,4.0,-1.0,0.0,unknown,no,High Risk
45,management,married,primary,no,2690,no,no,telephone,29.0,jul,145.0,4.0,-1.0,0.0,unknown,no,Low Risk
49,management,married,secondary,no,1601,no,no,cellular,29.0,jul,47.0,5.0,-1.0,0.0,unknown,no,Low Risk
58,retired,married,primary,no,5506,no,no,telephone,29.0,jul,81.0,4.0,-1.0,0.0,unknown,no,Low Risk
45,housemaid,married,primary,no,2239,no,no,telephone,29.0,jul,24.0,2.0,-1.0,0.0,unknown,no,Low Risk
54,housemaid,married,primary,no,136,no,no,cellular,29.0,jul,92.0,2.0,-1.0,0.0,unknown,no,Low Risk
52,admin.,married,secondary,no,5517,yes,yes,cellular,29.0,jul,163.0,2.0,-1.0,0.0,unknown,no,High Risk
39,admin.,married,secondary,no,394,no,no,cellular,29.0,jul,551.0,2.0,-1.0,0.0,unknown,no,Low Risk
34,technician,single,secondary,no,475,yes,no,cellular,29.0,jul,538.0,8.0,-1.0,0.0,unknown,no,Low Risk
58,retired,divorced,secondary,no,19,no,no,cellular,29.0,jul,271.0,2.0,-1.0,0.0,unknown,no,Low Risk
51,services,single,secondary,no,513,yes,no,cellular,29.0,jul,331.0,2.0,-1.0,0.0,unknown,no,Low Risk
34,services,divorced,secondary,no,5934,yes,no,cellular,29.0,jul,82.0,7.0,-1.0,0.0,unknown,no,Low Risk
34,management,single,tertiary,no,5284,yes,no,cellular,29.0,jul,198.0,5.0,-1.0,0.0,unknown,no,Low Risk
38,admin.,married,secondary,no,1283,yes,no,cellular,29.0,jul,60.0,6.0,-1.0,0.0,unknown,no,Low Risk
48,unemployed,married,primary,no,0,no,no,cellular,29.0,jul,569.0,2.0,-1.0,0.0,unknown,no,Low Risk
37,unemployed,married,tertiary,no,1236,no,no,cellular,29.0,jul,300.0,2.0,-1.0,0.0,unknown,no,Low Risk
46,entrepreneur,married,secondary,no,0,no,no,cellular,29.0,jul,100.0,12.0,-1.0,0.0,unknown,no,Low Risk
